path,labels,predicted_label,wer,wer_accuracy,cer,cer_accuracy
D:\Programming\Projects\major_project\Codes\ASR\data\audio\e1e9ce33f1.flac,जसले रामले स्थापना गर्नुभएको रामेश्वर शिवलाई दर्शन गर्छ त्यसको ब्रह्म हत्यादि पाप पनि नष्ट हुन्छ।,जसले रामले स्थापना गर्नुभएको रामेश्वर शिबलाहितदर्शन गर्छ त्यसको ब्रह्म इत्याधि पाप पनि नष्ट हुन्छ।,0.2,0.8,0.061855670103092786,0.9381443298969072
D:\Programming\Projects\major_project\Codes\ASR\data\audio\67fa0c4aab.flac,अण्डमान मलय भाषाको हांदुमन शब्दबाट लिईएको छ जुन हिन्दुहरूको भगवान हनुमान शब्दको परिवर्तित रूप हो।,अन्डमान मलय भाषाको हाङ्दुमन शब्दबाटलेएक जुन हिन्दूहरूको भगन न्मन शब्दको परिवुतत्रूपो,0.733,0.267,0.2268041237113402,0.7731958762886598
D:\Programming\Projects\major_project\Codes\ASR\data\audio\37e19626ee.flac,यो सम्प्रदायेले महमति श्री प्राणनाथ प्रनिथ श्रीमततारतम सागरलाई आफ्नो प्रमुख धर्म ग्रन्थ मान्दछन्।,यो सम्प्रदायले महमती श्री पाणथ प्रणीत श्रीमतारतम सागरलाई आफ्नो प्रमुख धर्मग्रन्थ मान्दछन्।,0.538,0.46199999999999997,0.1134020618556701,0.8865979381443299
D:\Programming\Projects\major_project\Codes\ASR\data\audio\da4a93fa2d.flac,दुई संगठन भूमिगत तन्त्रको सञ्चालन गर्छन निजी टोकियो मेट्रो र सरकारी टोकिन महानगर यातायात ब्युरो।,दुई सङ्गठन भूमिगततन्त्रको सञ्चालन गर्छन निजी टोकियो मेट्रो र सरकारी टोकिन्न महानगर यतायत ब्युरो।,0.333,0.667,0.07291666666666667,0.9270833333333334
D:\Programming\Projects\major_project\Codes\ASR\data\audio\bc87fecbb1.flac,प्रथम युगको अन्तमा सौरन आफ्नो सैतानी मालिक मोर्गथ मेल्करको देवताहरूद्वारा हारबाट बचेर निस्किन्छ।,प्रथमयुको अन्तमा सौरण आफ्नो सैतानीमालिकमोगर्थ मेलकरको देवताहरूद्वारा हारबाट बचेर निस्कुन्छ,0.615,0.385,0.10416666666666667,0.8958333333333334
D:\Programming\Projects\major_project\Codes\ASR\data\audio\8ddc0194dd.flac,यस क्षेत्रको समस्याहरूमा विद्रोह बेरोजगारी मादक पदार्थहरूको सेवन र आधारभूत सुविधाहरूको अभाव हो।,यस क्षेत्रको समस्याहरूमा विद्रोह बेरोजगारी माधग पदार्थहरूको सेवन र आधारभूत सुविधाहरूको अभाव हो।,0.077,0.923,0.021052631578947368,0.9789473684210527
D:\Programming\Projects\major_project\Codes\ASR\data\audio\184f87ca5b.flac,त्यति लामो ग्रेटवाल मुनिबाट वारिपारि जाने उद्देश्यले मुख्यमुख्य ठाउँमा प्रवेशद्वार बनाइएको छ।,त्यति लामो ग्रेटवाल मुनिबाट वरिपरिजाने उद्देश्यले मुख्य मुख्य ठाउँमा प्रवेशद्वार बनाइएको छ।,0.333,0.667,0.043010752688172046,0.956989247311828
D:\Programming\Projects\major_project\Codes\ASR\data\audio\df523b4a9f.flac,अन्ततः अफगानिस्तानलाई आफूले चाहेअनुरूपको सन्धिमा हस्ताक्षर गराउन तत्कालीन भारत सफल भएको थियो।,अन्तत अफगानिस्तानलाई आफूले साहेअनुरूपको सन्धिमा हस्ताक्षर गराउन तत्कालीन भारत सफल भएको थियो।,0.167,0.833,0.021505376344086023,0.978494623655914
D:\Programming\Projects\major_project\Codes\ASR\data\audio\686f4b0ac8.flac,अगस्तमा जापान ब्रिटेन आदिको तर्फबाट अनि केही समयपछि टर्की जर्मनीको तर्फबाट युद्धमा सामेल भए।,अगस्टमा जापान ब्रिटेन आदिको तर्फबाट अनि केही समयपछिडर्की जर्मनीको तर्फबाट युद्धमा सामेल भए,0.286,0.714,0.043478260869565216,0.9565217391304348
D:\Programming\Projects\major_project\Codes\ASR\data\audio\4bd485a3de.flac,धनको कमीका कारण अगाडि आएर धेरै कठिनाइ हुन्छ र अस्पतालका निम्नलिखित उद्देश्य पूरा हुन सक्दैन।,ढनको कमीकाकारण अगाडिआएर ढेरै कठ्नाइयोर अस्पतालका निम्नोलिखित उर्डस्य पुरा हुन सकदैन,0.867,0.133,0.21739130434782608,0.782608695652174
D:\Programming\Projects\major_project\Codes\ASR\data\audio\32bdaa274c.flac,डि एन डि फ्लाइवे र नौयडा ग्रेटर नौयडा एक्स्प्रेसवे दिल्लीलाई दुई मुख्य उपनगरहरूसँग जोड्ने छ।,डीएन्डी फ्लाइबे र नौयडाग्रेटर नौयडा एक्सप्रेसवे दिल्लीलाई दुई मुख्य उपनगरहरूसँग जोड्नेछ।,0.6,0.4,0.08695652173913043,0.9130434782608696
D:\Programming\Projects\major_project\Codes\ASR\data\audio\b5fd023133.flac,त्यसपछि मात्र यस राष्ट्रको निर्माणमा कसको कति र के योगदान रह्यो भन्ने प्रसङ्गको अर्थ रहन्छ।,त्यसपछि मात्र यस राष्ट्रको निर्माणमा कशको कति र केही एगदन रह्‍यो भन्ने प्रसङ्गको अर्थ रहन्छ।,0.267,0.733,0.07692307692307693,0.9230769230769231
D:\Programming\Projects\major_project\Codes\ASR\data\audio\18a9405b67.flac,हरिहर भवनअगाडिको मैदानमा भएको प्रतियोगितामा नरेश एघार पहिलो र एनआरटी एघार दोस्रो भएको थियो।,हरियरभवन अगाडिको मैदानमा भएको प्रतियोगितामा नरेशएघार पहिलो र एनआर्टी एगार दोस्रो भएको थियो।,0.429,0.571,0.06593406593406594,0.9340659340659341
D:\Programming\Projects\major_project\Codes\ASR\data\audio\a02c9a2130.flac,ट्रान्सपरेन्सी इन्टरनेसनलको भ्रष्टाचार सूचकाङ्कमा नेपालको भ्रष्टाचार बढ्दै गएको देखिएको छ।,ट्रान्स्फिरेन्सी इन्टरनेसनलको भ्रस्चार सूचकाङ्कमा नेपालको भरष्टाचार बढ्दै गएको देखिएको छ,0.4,0.6,0.08888888888888889,0.9111111111111111
D:\Programming\Projects\major_project\Codes\ASR\data\audio\4cd7c6df79.flac,भन्नुहुन्थ्यो शङ्करजी तपाईँंको लेख त्यो लेख शङ्कर लाभिछाने शङ्कर लामिछानेको दृष्टिमा पढेँ।,भन्नुहुन्थ्यो सङ्कर्जी तपाईँको लेखत्यो लेखशङ्कर लामीछाने शङ्कर लामिछानेको दृष्टिमा पढे,0.667,0.33299999999999996,0.1,0.9
D:\Programming\Projects\major_project\Codes\ASR\data\audio\bac3a0e716.flac,स्वास्थ्यसेवालाई निष्पक्ष निर्भिक सक्षम स्वस्थ र गतिशील एवम् जनमुखी बनाउन प्रयत्नरत रहने।,स्वास्थ्यसेवालाई निष्पक्ष निर्विक शक्षम स्वास्थ्य र गतिशील एवं जनमुखी बनाउन प्रयत्नरत्रहने,0.5,0.5,0.10112359550561797,0.898876404494382
D:\Programming\Projects\major_project\Codes\ASR\data\audio\4980dd0d65.flac,विविएलएल मार्फत् यस जिल्लामा झोलुङ्गे पुल निर्माण गर्ने कार्य तिब्र रूपमा अगाडि बढेको छ।,ज्जी बीएलएल मार्फत यस जिल्लामा झोलुङ्गे पुल निर्माण गर्ने कार्य तिब्र रूपमा अकाडि बढेको छ।,0.286,0.714,0.10227272727272728,0.8977272727272727
D:\Programming\Projects\major_project\Codes\ASR\data\audio\2605f502c8.flac,अविश्वासको प्रस्तावद्वारा प्रधानमन्त्रीलाई हटाउन सकिने व्यवस्था संशोधनबाट थप गरिएको छ।,अविश्वासको प्रस्तावद्वारा प्रधानमन्तरलाई हटाउन सकिने व्यवस्था संसधानबाट थपलिएलोक छा,0.5,0.5,0.12790697674418605,0.872093023255814
D:\Programming\Projects\major_project\Codes\ASR\data\audio\14fae73ab1.flac,यदि कसैले पनि त्यो औँठीलाई आफ्नो औलामा लगायो भने त त्यो संसारको नजरदेखि गायब हुन्थ्यो।,यदि कसैले पनि त्यो औँठीलाई आफ्नो औलामा लगायो भने त त्यो संसारको नजारदेखि गायव हुन्थ्यो।,0.133,0.867,0.023255813953488372,0.9767441860465116
D:\Programming\Projects\major_project\Codes\ASR\data\audio\0eb0eeccff.flac,ऋषिपूजापछि नाचगान तथा भजनकीर्तन गरेमा तीजको व्रत पूर्ण हुन्छ भन्ने धार्मिक मान्यता छ।,ऋषिपुजापछि नाचगान तथा बजनकिर्तन गरेमा तीजको वर्थपूर्ण हुन्छ भन्ने धात्मिक मान्यता छ।,0.385,0.615,0.08235294117647059,0.9176470588235294
D:\Programming\Projects\major_project\Codes\ASR\data\audio\ba0c461d53.flac,हानि आफ्नो क्षतिपूर्ति त्यस दशामा पनि लिन्छ जब कुनै अधिकार क्षेत्रमा कुनै बाधा हुन्छ।,हानी आफ्नो छतिपूर्ति त्यसदशामा पनि लिन्छ जब कुनै अधिकार क्षेत्रमा कुनै बाँदा हुन्छ।,0.357,0.643,0.08235294117647059,0.9176470588235294
D:\Programming\Projects\major_project\Codes\ASR\data\audio\6d662e2fc2.flac,त्यही प्रकारले एल्फा धनात्मक एल्फाथैलैसिमियाका मामलाहरूमा पनि मलेरियाको दर कम पाइन्छ।,त्यही प्रकारले एल्फा धनात्मक यल्फाथैलेसिमियाका मामलाहरूमा पनि मलेरियाको दरकमा पाइन्छ।,0.273,0.727,0.047058823529411764,0.9529411764705882
D:\Programming\Projects\major_project\Codes\ASR\data\audio\0a9375cb41.flac,यो कलन गणित र भौतिकीको मात्रात्मक विज्ञानको विकासको लागि अपरिहार्य अग्रदूत साबित भयो।,योकलन गणित र भौतिकीको मात्रात्मक विज्ञानको विकासको लागि अपरिहार्य अग्रदूत साबित भयो।,0.154,0.846,0.011764705882352941,0.9882352941176471
D:\Programming\Projects\major_project\Codes\ASR\data\audio\3739f5655f.flac,दिब्रुगढ विश्वविद्यालय भारतको राज्य आसामको डिब्रुगढमा अवस्थित एउटा विश्वविद्यालय हो।,विब्रुगण विश्वविद्यालय भारतको राज्यआसामको दिव्रुगणमा अवस्थित एउटा विश्वविद्यालय हो।,0.4,0.6,0.07142857142857142,0.9285714285714286
D:\Programming\Projects\major_project\Codes\ASR\data\audio\59368dcbb9.flac,सामान्य थारु परिवारमा जन्मेका थारुले आइ ए तहसम्मको औपचारिक अध्ययन पुरा गर्नुभएको छ।,सामान्यथारू परिवारमा जन्मएका थारूले आइयतहसम्मको औपचारिक अध्यन पुरा गर्नुभएको छ।,0.615,0.385,0.0963855421686747,0.9036144578313253
D:\Programming\Projects\major_project\Codes\ASR\data\audio\dac8bb7f06.flac,नेपाल मेडिकल कलेज काठमाडौँको जोरपाटीस्थित आत्तरीखेलमा अवस्थित एक शिक्षण अस्पताल हो।,नेपाल मेडिकल कलेज काठमाडौँको जोरपाटीस्थित आतरिखेलमा अवस्थित एक शिक्षण अस्पताल हो।,0.091,0.909,0.03614457831325301,0.963855421686747
D:\Programming\Projects\major_project\Codes\ASR\data\audio\8e08a6a451.flac,शशीज्यू नमस्कार प्रश्न राख्दा चौतारी वा सिधै प्रबन्धकको वार्ता पृष्ठमा राख्नु होला।,ससी जु नमास्कार प्रशुराग्दा चौतारी वा सिदै ब्रबन्धको वार्तापृष्ठमा राख्नु होला।,0.667,0.33299999999999996,0.18072289156626506,0.8192771084337349
D:\Programming\Projects\major_project\Codes\ASR\data\audio\29e280de95.flac,स्रष्टा समाजको नेतृत्व गरेका श्रृजन लम्साल त्यसअघि भेरी साहित्य समाजमै सङ्गठित थिए।,श्रष्ठा समाजको नेतृत्व गरेका श्रीजनलमसाल त्यस अघि भेरी साहित्य समाजमै संगठित थिए।,0.417,0.583,0.0963855421686747,0.9036144578313253
D:\Programming\Projects\major_project\Codes\ASR\data\audio\fdd2916c30.flac,कश्यप नेपाल भारत तथा अन्य स्थानहरूमा बसोबास गर्ने हिन्दू धर्मावलम्बीहरूको गोत्र हो।,ककष नेपाल भारत तथा अन्य स्थानहरूमा बसोबास गणी हिन्दू धर्मावलम्बीहरूको गोत्र हो।,0.167,0.833,0.0963855421686747,0.9036144578313253
D:\Programming\Projects\major_project\Codes\ASR\data\audio\8145c0f03d.flac,हजुरले सम्पाटन गरी परिवर्तन गरी दिएको पृष्ठ पीपलकोट दैलेख मेरै हातबाट बिग्रिएको छ।,हजुरले सम्पाटन गरी परिवर्तनगरी दिएको पृष्ठ पिपलकोट दैलेख मेरैहातबाट बिक्रिएको छ,0.538,0.46199999999999997,0.06097560975609756,0.9390243902439024
D:\Programming\Projects\major_project\Codes\ASR\data\audio\cca3a10a56.flac,यसका लागि स्वास्थ्य तथा जनसङ्ख्या मन्त्रालयले सङ्घलाई स्वीकृतिसमेत प्रदान गरेको छ।,यसका लागि स्वास्थ्य तथा जनसङ्ख्यामन्त्रालयले सङ्घलाई स्वीकृति समेयत प्रदान गरेको छ,0.455,0.5449999999999999,0.04878048780487805,0.9512195121951219
D:\Programming\Projects\major_project\Codes\ASR\data\audio\ac336656b6.flac,कागलाई यो कुरा थाह नभएका कारण आफ्नो फुलसँगै कोइलीको फुललाई पनि ओथारो बसेर तताउँछ।,कागलायो कुराथाह नभएका कारण आफ्नोलसँगै कोहलीको फुल्ला पनि ओथारो बसेर तताउँछ।,0.571,0.42900000000000005,0.1111111111111111,0.8888888888888888
D:\Programming\Projects\major_project\Codes\ASR\data\audio\ea40704786.flac,कृष्णलाई नागले डसेको कुरा थाहा पाएर नन्द बलराम लगायत सबै ब्रजबासीहरू यमुनामा गए।,कृष्णलाई नागले दशिएको कुरा ठा भाएरनन्ड बलर लगायटसबै व्रझज बासीहरू एउनामा गए।,0.692,0.30800000000000005,0.25,0.75
D:\Programming\Projects\major_project\Codes\ASR\data\audio\d6f0947c49.flac,नेपालमा प्रायजसो खानेकुराहरूको पौष्टिक तत्त्व परिमाण तल जानकारीको लागि दिइएको छ।,नेपालमा प्रायजसो खानेकुराहरूको पष्टिकतत्त्व परिमाण तल जानकारीको लागि दिएको छ।,0.273,0.727,0.0375,0.9625
D:\Programming\Projects\major_project\Codes\ASR\data\audio\8c535e29c9.flac,त्यस्तै पश्चिम भारतको गुजरात प्रान्तको गिरनारक्षेत्रलाई यिनको सिद्धपीठ मानिन्छ।,त्यस्तै पश्चिम भारतको गुजरात प्रान्तको गिरानार क्षेत्रलाई यिनकोसितपिठ मानिन्छ।,0.333,0.667,0.08860759493670886,0.9113924050632911
D:\Programming\Projects\major_project\Codes\ASR\data\audio\eac748e1da.flac,शुक्रबार व्रतविधि व्रत विवाह सन्तति आदि भौतिक सुख समृद्धिको लागि राख्ने गरिन्छ।,शुक्रबार वर्तविधि व्रतविवाहसन्तति आधि भौतिक शुख समृद्धिको लागि राख्ने गरिन्छ।,0.5,0.5,0.0759493670886076,0.9240506329113924
D:\Programming\Projects\major_project\Codes\ASR\data\audio\0b34535ca9.flac,अयान इनकलेन्ट म्यान लेखक तथा उपन्यासकार म्याक्सिम गोर्कीद्वारा लिखित लघुकथा हो।,अयान इन्कलेन्ट म्यान लेखक तथा उपन्यासकार म्याक्सिम गोर्कीद्वारा लिखित दगोकोता हो।,0.182,0.8180000000000001,0.0759493670886076,0.9240506329113924
D:\Programming\Projects\major_project\Codes\ASR\data\audio\62f621c7b2.flac,त्रेता युगमा यसै दिन श्रीरामले सीताको हरण गर्ने रावणको बध गरेको प्रसङ्ग आउँछ।,्रेतायुगमा यसैदिन श्रीरामले सिताकोहरण गर्ने रावनको वदगरेको प्रसङ्ग आउँछ,0.769,0.23099999999999998,0.12987012987012986,0.8701298701298701
D:\Programming\Projects\major_project\Codes\ASR\data\audio\20010ae21a.flac,गोल्लुम जन्म स्मीगोल नामको एक वहिष्कृत हबिटको हातमा एकपल्ट त्यो एक औँठी पर्छ।,गोल्लुम जन्म स्मिगोल नामको एगवहिस्कृत हविटको हातमा एकपल्टत्यो एक औँठिपर्छ,0.615,0.385,0.11688311688311688,0.8831168831168831
D:\Programming\Projects\major_project\Codes\ASR\data\audio\485b24a7cc.flac,चरेस एक नसा भएको हुनाले नसेडीहरूले चुरोट बिडी जस्ता धुम्रपानसँग लिने गर्छन्।,चरेस एकनसा भएको उुनालेनसेडीहरूले चुरोठपुनी यस्ता धम्मोपानसँग लिने गर्छन्,0.75,0.25,0.17105263157894737,0.8289473684210527
D:\Programming\Projects\major_project\Codes\ASR\data\audio\4d87645dc3.flac,आर्यावर्तले देवनागरी अक्षरलाई अङ्कको रूपमा प्रयोग गर्ने प्रचलन ल्याएका थिए।,आर्याप्रतले देवनागरी अक्षरलाई अङ्कोको रूपमा प्रयोग गर्ने प्रचलन ल्याएका थिए।,0.2,0.8,0.05333333333333334,0.9466666666666667
D:\Programming\Projects\major_project\Codes\ASR\data\audio\a42fcc03a0.flac,यशोदालगाएत सबै गोपहरूले पुतनाको मृत शरीरबाट श्रीकृष्णलाई उठाएर माया गरे।,यसोदा लगायतका सबै गोपहरूले पतनाको मृत्त शरीरबाट श्रीकृष्णलाई उठाएरमाया गरे।,0.6,0.4,0.125,0.875
D:\Programming\Projects\major_project\Codes\ASR\data\audio\8830037308.flac,भन्ने बारेमा धेरै प्रकारका अनेकौं मान्छेहरूका आफ्नो आफ्नो विचारहरू छन्।,भन्नेबारेमा धेरै प्रकारका अनेकौ मान्ेहरूका आफ्नो आफ्नो विचारहरू छन्।,0.4,0.6,0.04225352112676056,0.9577464788732395
D:\Programming\Projects\major_project\Codes\ASR\data\audio\f1e5f6ed72.flac,दनुवार भाषाको पौडाइबाट अपभ्रंश भएर पौराही नाम रहन गएको भन्ने विश्वास छ।,दनुवार भाषाको पौराइबाट अपभ्रं्श भएर पौराहीनाम रहन गएको भन्य विश्वास छ,0.5,0.5,0.08450704225352113,0.9154929577464789
D:\Programming\Projects\major_project\Codes\ASR\data\audio\88a8901bf8.flac,त्यसै करन खोलाको नामबाट नै यो नदीको नाम कर्णाली नदी रहन गएको अनुमान छ।,त्यसैकरण खोलाको नामबाट नयो नदीको नामकर्णाली नदी रहन गएको अनुमान छ।,0.429,0.571,0.07142857142857142,0.9285714285714286
D:\Programming\Projects\major_project\Codes\ASR\data\audio\731fba5836.flac,यस मिनार सुफी सन्त कुतुबुद्दीन बख्तियार काकीको स्मृतिमा बनाइएको थियो।,यस मिनारसुफी सन्त कुतुबुद्धिम वक्तियार काकीको स्मृतिमा बनाइएको थियो,0.5,0.5,0.10144927536231885,0.8985507246376812
D:\Programming\Projects\major_project\Codes\ASR\data\audio\b1add4aff7.flac,ककनीबाट देखिने सूर्योदय र सूर्यास्तको मनमोहक क्षण सम्झन लायक हुन्छ।,ककनीबाट देखिने सूर्यदय र सूर्यास्तको मन्मोहक्षण सम्झिन लायक हुन्छ।,0.4,0.6,0.07462686567164178,0.9253731343283582
D:\Programming\Projects\major_project\Codes\ASR\data\audio\bb27c211a2.flac,कञ्चनजङ्घा संसारको तेस्रो उच्च शिखर पनि यहि हिमाली क्षेत्रमै पर्दछ।,कन्चन्जङ्गा संसारको तेस्र उच्च सिगर पनि यही हिमाली क्षेत्र मै पर्दछ।,0.6,0.4,0.11940298507462686,0.8805970149253731
D:\Programming\Projects\major_project\Codes\ASR\data\audio\3a2ec774af.flac,फारसी सम्प्रदायका मानिसहरू लासलाई एउटा कुनै अग्लो स्थानमा राख्छन्।,फारसी सम्प्रदायका मानिसहरू लासलाई एउटा कुनै अग्लोस्थानमा राख्छन्,0.333,0.667,0.030303030303030304,0.9696969696969697
D:\Programming\Projects\major_project\Codes\ASR\data\audio\8b04b55b96.flac,पहिलेका सिद्धेश्वर र भिमान दुई गाविस समेटेर यो नगरपालिका बनेको हो।,पहिलेका सिद्धेश्वर र भिमान दुई गाविस समेते र यो नगरपालिका बनेको हो।,0.182,0.8180000000000001,0.030303030303030304,0.9696969696969697
D:\Programming\Projects\major_project\Codes\ASR\data\audio\4f01be9ab6.flac,यो विधि कुनै एजेन्टको रगतमा रिलेटिभ सोलुबिलिटीसँग सम्बन्धित छ।,योविधि कुनै एजेन्डको रगतमा रिलेटिप सोलुबिलिटीसँग सम्बन्धित छ।,0.444,0.556,0.04838709677419355,0.9516129032258065
D:\Programming\Projects\major_project\Codes\ASR\data\audio\b1f155f8e0.flac,क्यानभासका तरङ्गहरू ज्ञानेन्द्र विवशद्वारा लेखिएको कृति हो।,स्टक्यानबासका तरङ्गहरू ग्ानेन्द्र विवसद्वारा लेखिएको कृति हो।,0.429,0.571,0.11864406779661017,0.8813559322033898
D:\Programming\Projects\major_project\Codes\ASR\data\audio\2ff41ee97e.flac,इम्फाल पश्चिम जिल्ला भारतीय राज्य मणिपुरको एउटा जिल्ला हो।,युम स्वाल पस्चिम जिल्ला भारतीय राज्य मणिपुरको एउटा जिल्ला हो,0.444,0.556,0.1206896551724138,0.8793103448275862
D:\Programming\Projects\major_project\Codes\ASR\data\audio\954bd0d748.flac,एलिसिया किज एक अमेरिकी गायिका गीतकार तथा अभिनेत्री हुन्।,एलिसिया कीज एक अमेरिकी गायिका गीतकार तथा अभिनेत्री हुन्,0.222,0.778,0.03571428571428571,0.9642857142857143
D:\Programming\Projects\major_project\Codes\ASR\data\audio\2b78f014b4.flac,उनी पाण्डुपुत्र अर्थात पाँच पावण्डका एक भाइ पनि हुन्।,उनै पाण्डुपुत्र अर्थात्पाँचपाण्डका एकवाइ पनि हुन्,0.778,0.22199999999999998,0.1320754716981132,0.8679245283018868
D:\Programming\Projects\major_project\Codes\ASR\data\audio\1d14b2d905.flac,एडमार्क कलेज काठमाडौँ जिल्लामा रहेको एक क्याम्पस हो।,एडमार कलेज काठमाडौँ जिल्लामा रहेको एक क्याम्पहो,0.375,0.625,0.09615384615384616,0.9038461538461539
D:\Programming\Projects\major_project\Codes\ASR\data\audio\5f67c29a13.flac,उनको पहिलो पोस्टिङ बतौर ड्राइवर पन्जाबमा भयो।,उनको पहिलो पोस्टिङ बतौड्राइबर पन्जाबमा भयो,0.429,0.571,0.08888888888888889,0.9111111111111111
D:\Programming\Projects\major_project\Codes\ASR\data\audio\4ae8ca1fdc.flac,साथै गहिरो पोखरी र पर्खाल पनि बनाइन्थ्यो।,साथै गहिरोबपोखरी र प्रखाल पनि बनाइन्थ्यो,0.571,0.42900000000000005,0.0975609756097561,0.9024390243902439
D:\Programming\Projects\major_project\Codes\ASR\data\audio\9022eb5f30.flac,इलेक्ट्रनिक कम्प्युटरहरूका सहायताबाट,इलेक्ट्रोनिक कम्पयुटरहरूका साहयाताबाट,1.0,0.0,0.1388888888888889,0.8611111111111112
D:\Programming\Projects\major_project\Codes\ASR\data\audio\0f353aadb1.flac,पर्यावलोकन गोविन्दराज भट्टराईद्वारा,पर्यावलोकन गोबिन्द् रााज भट्टराई द्वारा,1.333,-0.33299999999999996,0.14285714285714285,0.8571428571428572
D:\Programming\Projects\major_project\Codes\ASR\data\audio\be52cd031d.flac,लिच्छविकालिन अभिलेखहरूमा गैरसंस्कृत,लिच्छविकालीन अभिलेखहरूमा गैरसंस्कृत,0.333,0.667,0.02857142857142857,0.9714285714285714
D:\Programming\Projects\major_project\Codes\ASR\data\audio\3d3035d6ac.flac,क्रिस्टलद्वारा बिजुलीका किरणहरूले,क्रिस्टलद्वारा बिजुलीका किररणहरूले,0.333,0.667,0.030303030303030304,0.9696969696969697
D:\Programming\Projects\major_project\Codes\ASR\data\audio\439b66de4b.flac,ग्याम्बिटको भूमिका खेल्नको लागि,ग्याम्बिडको भूमिका खेल्नको लागि,0.25,0.75,0.03225806451612903,0.967741935483871
D:\Programming\Projects\major_project\Codes\ASR\data\audio\cdb33107e6.flac,दिव्यधाम देवघाटधामको पारीपट्टि,गवाङदिव्यादाम देवघाड दामको पारिपट्टी,1.333,-0.33299999999999996,0.36666666666666664,0.6333333333333333
D:\Programming\Projects\major_project\Codes\ASR\data\audio\6d8918994c.flac,मिसिएर उपत्यकाबाहिर निस्कन्छन्,मिसिएर उपत्यका बाहिर निष्कन्छन्,1.0,0.0,0.06666666666666667,0.9333333333333333
D:\Programming\Projects\major_project\Codes\ASR\data\audio\4fd066b897.flac,कटिबद्धता जिल्लावासीसँगको निकट,वाव्यसववप्रतिबद्धता जिल्लावासीसँगको निकट,0.333,0.667,0.4,0.6
D:\Programming\Projects\major_project\Codes\ASR\data\audio\5dec31e80f.flac,विधाञ्जन विधामिश्रण विधान्तरण,विध्ान्छनविधामिश्रण विधान्तरण,0.667,0.33299999999999996,0.13793103448275862,0.8620689655172413
D:\Programming\Projects\major_project\Codes\ASR\data\audio\ac3043c286.flac,अस्ट्रेलियाका मूल निवासीहरूका,अस्ट्रेलियाका मूल निवासीहरूका,0.0,1.0,0.0,1.0
D:\Programming\Projects\major_project\Codes\ASR\data\audio\a154950aa4.flac,ब्ल्याकथ्रोटेड एसेन्टर भनिन्छ,ब्ल्याक्थ्रोटेड इसेन्टर भनिन्छ,0.667,0.33299999999999996,0.06896551724137931,0.9310344827586207
D:\Programming\Projects\major_project\Codes\ASR\data\audio\56d223a6b1.flac,सरकारहरूको अधीन अस्ट्रेलियाको,सरकारहरूको अधिन अस्ट्रेलियाको,0.333,0.667,0.034482758620689655,0.9655172413793104
D:\Programming\Projects\major_project\Codes\ASR\data\audio\e116730392.flac,अल्मोदोबारको रुचि प्रयोगात्मक,अल्मोदोबारको रुचि प्रयोगात्मक,0.0,1.0,0.0,1.0
D:\Programming\Projects\major_project\Codes\ASR\data\audio\8f2869a449.flac,माप्चोचोङ्गो नामको हिमनदीबाट,माप्चोचङ्गो नामको हिम्नजिबाट,0.667,0.33299999999999996,0.14285714285714285,0.8571428571428572
D:\Programming\Projects\major_project\Codes\ASR\data\audio\daa664a1ab.flac,ऐतिहासिकता धार्मिक मान्यताका,ऐतिहासिकता धार्मिक मान्यताका,0.0,1.0,0.0,1.0
D:\Programming\Projects\major_project\Codes\ASR\data\audio\696a83dcca.flac,प्रयोगकर्ताहरूले बिना जिल्ला,प्रयोगकर्ताहरूले बिनाजिल्ला,0.667,0.33299999999999996,0.03571428571428571,0.9642857142857143
D:\Programming\Projects\major_project\Codes\ASR\data\audio\b99b7d7b7e.flac,लेजिस्लेटिव काउन्सिलका लागि,लेजिस्लेटिभ काउन्सेलका लागि,0.667,0.33299999999999996,0.07407407407407407,0.9259259259259259
D:\Programming\Projects\major_project\Codes\ASR\data\audio\a4d5f20c03.flac,गोरखापत्र नेपाल शेर्पा सङ्घ,गोरखापत्र नेपाल शेर्पास स्वं,0.5,0.5,0.14814814814814814,0.8518518518518519
D:\Programming\Projects\major_project\Codes\ASR\data\audio\a47e53a8da.flac,नै पार्टीलाई समानुपातिकतर्फ,नै पार्टीलाई समानुपातिकतर्फ,0.0,1.0,0.0,1.0
D:\Programming\Projects\major_project\Codes\ASR\data\audio\7f1b8d44b9.flac,चन्दरबरदाइको रचना पृथ्वीराज,चन्दरबरदायको रचना पृथ्वीराज,0.333,0.667,0.037037037037037035,0.962962962962963
D:\Programming\Projects\major_project\Codes\ASR\data\audio\104e633fce.flac,सङ्गमलाई दुर्गातीर्थ भनिन्छ,सङ्गमलाई दूर्गातीर्थ बनिन्छ,0.667,0.33299999999999996,0.07407407407407407,0.9259259259259259
D:\Programming\Projects\major_project\Codes\ASR\data\audio\40321855a4.flac,प्रकाशनले बजारमा ल्याएको हो,प्रकाशनले ब्रजारमा ल्याएको हो,0.25,0.75,0.07407407407407407,0.9259259259259259
D:\Programming\Projects\major_project\Codes\ASR\data\audio\2736e26f84.flac,सिङ्गमर्मरको अग्लो सुसज्जित,सिङ्ग मर्मरको अग्लो सुसज्जित,0.667,0.33299999999999996,0.037037037037037035,0.962962962962963
D:\Programming\Projects\major_project\Codes\ASR\data\audio\2d567fa267.flac,नरहरिनाथले गोरखामा स्थानीय,नरहरिनाले गोर्खामा स्थानीय,0.667,0.33299999999999996,0.07692307692307693,0.9230769230769231
